coach_id,country_id,cup_id,Coach Name
14870,ESP,1982,SANTAMARIA Jose (URU)
14871,NIR,1982,BINGHAM Billy (NIR)
14872,ESP,1982,SANTAMARIA Jose (URU)
14873,NIR,1982,BINGHAM Billy (NIR)
14874,ESP,1982,SANTAMARIA Jose (URU)
14875,NIR,1982,BINGHAM Billy (NIR)
14876,ESP,1982,SANTAMARIA Jose (URU)
14877,NIR,1982,BINGHAM Billy (NIR)
14878,ESP,1982,SANTAMARIA Jose (URU)
14879,NIR,1982,BINGHAM Billy (NIR)
14880,ESP,1982,SANTAMARIA Jose (URU)
14881,NIR,1982,BINGHAM Billy (NIR)
14882,ESP,1982,SANTAMARIA Jose (URU)
14883,NIR,1982,BINGHAM Billy (NIR)
14884,ESP,1982,SANTAMARIA Jose (URU)
14885,AUT,1982,SCHMIDT Georg (AUT)
14886,FRA,1982,HIDALGO Michel (FRA)
14887,AUT,1982,SCHMIDT Georg (AUT)
14888,FRA,1982,HIDALGO Michel (FRA)
14889,AUT,1982,SCHMIDT Georg (AUT)
14890,FRA,1982,HIDALGO Michel (FRA)
14891,AUT,1982,SCHMIDT Georg (AUT)
14892,FRA,1982,HIDALGO Michel (FRA)
14893,AUT,1982,SCHMIDT Georg (AUT)
14894,FRA,1982,HIDALGO Michel (FRA)
14895,AUT,1982,SCHMIDT Georg (AUT)
14896,FRA,1982,HIDALGO Michel (FRA)
14897,AUT,1982,SCHMIDT Georg (AUT)
14898,FRA,1982,HIDALGO Michel (FRA)
14899,AUT,1982,SCHMIDT Georg (AUT)
14900,FRA,1982,HIDALGO Michel (FRA)
14901,AUT,1982,SCHMIDT Georg (AUT)
14902,FRA,1982,HIDALGO Michel (FRA)
14903,AUT,1982,SCHMIDT Georg (AUT)
14904,FRA,1982,HIDALGO Michel (FRA)
14905,AUT,1982,SCHMIDT Georg (AUT)
14906,FRA,1982,HIDALGO Michel (FRA)
14907,AUT,1982,SCHMIDT Georg (AUT)
14908,FRA,1982,HIDALGO Michel (FRA)
14909,AUT,1982,SCHMIDT Georg (AUT)
14910,FRA,1982,HIDALGO Michel (FRA)
14911,AUT,1982,SCHMIDT Georg (AUT)
14912,FRA,1982,HIDALGO Michel (FRA)
14913,AUT,1982,SCHMIDT Georg (AUT)
14914,FRA,1982,HIDALGO Michel (FRA)
14915,AUT,1982,SCHMIDT Georg (AUT)
14916,FRA,1982,HIDALGO Michel (FRA)
14917,AUT,1982,SCHMIDT Georg (AUT)
14918,FRA,1982,HIDALGO Michel (FRA)
14919,AUT,1982,SCHMIDT Georg (AUT)
14920,FRA,1982,HIDALGO Michel (FRA)
14921,AUT,1982,SCHMIDT Georg (AUT)
14922,FRA,1982,HIDALGO Michel (FRA)
14923,AUT,1982,SCHMIDT Georg (AUT)
14924,FRA,1982,HIDALGO Michel (FRA)
14925,AUT,1982,SCHMIDT Georg (AUT)
14926,FRA,1982,HIDALGO Michel (FRA)
14927,AUT,1982,SCHMIDT Georg (AUT)
14928,FRA,1982,HIDALGO Michel (FRA)
14929,POL,1982,PIECHNICZEK Antoni (POL)
14930,BEL,1982,THYS Guy (BEL)
14931,POL,1982,PIECHNICZEK Antoni (POL)
14932,BEL,1982,THYS Guy (BEL)
14933,POL,1982,PIECHNICZEK Antoni (POL)
14934,BEL,1982,THYS Guy (BEL)
14935,POL,1982,PIECHNICZEK Antoni (POL)
14936,BEL,1982,THYS Guy (BEL)
14937,POL,1982,PIECHNICZEK Antoni (POL)
14938,BEL,1982,THYS Guy (BEL)
14939,POL,1982,PIECHNICZEK Antoni (POL)
14940,BEL,1982,THYS Guy (BEL)
14941,POL,1982,PIECHNICZEK Antoni (POL)
14942,BEL,1982,THYS Guy (BEL)
14943,POL,1982,PIECHNICZEK Antoni (POL)
14944,BEL,1982,THYS Guy (BEL)
14945,POL,1982,PIECHNICZEK Antoni (POL)
14946,BEL,1982,THYS Guy (BEL)
14947,POL,1982,PIECHNICZEK Antoni (POL)
14948,BEL,1982,THYS Guy (BEL)
14949,POL,1982,PIECHNICZEK Antoni (POL)
14950,BEL,1982,THYS Guy (BEL)
14951,POL,1982,PIECHNICZEK Antoni (POL)
14952,BEL,1982,THYS Guy (BEL)
14953,POL,1982,PIECHNICZEK Antoni (POL)
14954,BEL,1982,THYS Guy (BEL)
14955,POL,1982,PIECHNICZEK Antoni (POL)
14956,BEL,1982,THYS Guy (BEL)
14957,POL,1982,PIECHNICZEK Antoni (POL)
14958,BEL,1982,THYS Guy (BEL)
14959,POL,1982,PIECHNICZEK Antoni (POL)
14960,BEL,1982,THYS Guy (BEL)
14961,POL,1982,PIECHNICZEK Antoni (POL)
14962,BEL,1982,THYS Guy (BEL)
14963,POL,1982,PIECHNICZEK Antoni (POL)
14964,BEL,1982,THYS Guy (BEL)
14965,POL,1982,PIECHNICZEK Antoni (POL)
14966,BEL,1982,THYS Guy (BEL)
14967,POL,1982,PIECHNICZEK Antoni (POL)
14968,BEL,1982,THYS Guy (BEL)
14969,POL,1982,PIECHNICZEK Antoni (POL)
14970,BEL,1982,THYS Guy (BEL)
14971,POL,1982,PIECHNICZEK Antoni (POL)
14972,BEL,1982,THYS Guy (BEL)
14973,ITA,1982,BEARZOT Enzo (ITA)
14974,ARG,1982,MENOTTI Cesar Luis (ARG)
14975,ITA,1982,BEARZOT Enzo (ITA)
14976,ARG,1982,MENOTTI Cesar Luis (ARG)
14977,ITA,1982,BEARZOT Enzo (ITA)
14978,ARG,1982,MENOTTI Cesar Luis (ARG)
14979,ITA,1982,BEARZOT Enzo (ITA)
14980,ARG,1982,MENOTTI Cesar Luis (ARG)
14981,ITA,1982,BEARZOT Enzo (ITA)
14982,ARG,1982,MENOTTI Cesar Luis (ARG)
14983,ITA,1982,BEARZOT Enzo (ITA)
14984,ARG,1982,MENOTTI Cesar Luis (ARG)
14985,ITA,1982,BEARZOT Enzo (ITA)
14986,ARG,1982,MENOTTI Cesar Luis (ARG)
14987,ITA,1982,BEARZOT Enzo (ITA)
14988,ARG,1982,MENOTTI Cesar Luis (ARG)
14989,ITA,1982,BEARZOT Enzo (ITA)
14990,ARG,1982,MENOTTI Cesar Luis (ARG)
14991,ITA,1982,BEARZOT Enzo (ITA)
14992,ARG,1982,MENOTTI Cesar Luis (ARG)
14993,ITA,1982,BEARZOT Enzo (ITA)
14994,ARG,1982,MENOTTI Cesar Luis (ARG)
14995,ITA,1982,BEARZOT Enzo (ITA)
14996,ARG,1982,MENOTTI Cesar Luis (ARG)
14997,ITA,1982,BEARZOT Enzo (ITA)
14998,ARG,1982,MENOTTI Cesar Luis (ARG)
14999,ITA,1982,BEARZOT Enzo (ITA)
15000,ARG,1982,MENOTTI Cesar Luis (ARG)
15001,ITA,1982,BEARZOT Enzo (ITA)
15002,ARG,1982,MENOTTI Cesar Luis (ARG)
15003,ITA,1982,BEARZOT Enzo (ITA)
15004,ARG,1982,MENOTTI Cesar Luis (ARG)
15005,ITA,1982,BEARZOT Enzo (ITA)
15006,ARG,1982,MENOTTI Cesar Luis (ARG)
15007,ITA,1982,BEARZOT Enzo (ITA)
15008,ARG,1982,MENOTTI Cesar Luis (ARG)
15009,ITA,1982,BEARZOT Enzo (ITA)
15010,ARG,1982,MENOTTI Cesar Luis (ARG)
15011,ITA,1982,BEARZOT Enzo (ITA)
15012,ARG,1982,MENOTTI Cesar Luis (ARG)
15013,ITA,1982,BEARZOT Enzo (ITA)
15014,ARG,1982,MENOTTI Cesar Luis (ARG)
15015,ITA,1982,BEARZOT Enzo (ITA)
15016,ARG,1982,MENOTTI Cesar Luis (ARG)
15017,FRG,1982,DERWALL Jupp (GER)
15018,ENG,1982,GREENWOOD Ron (ENG)
15019,FRG,1982,DERWALL Jupp (GER)
15020,ENG,1982,GREENWOOD Ron (ENG)
15021,FRG,1982,DERWALL Jupp (GER)
15022,ENG,1982,GREENWOOD Ron (ENG)
15023,FRG,1982,DERWALL Jupp (GER)
15024,ENG,1982,GREENWOOD Ron (ENG)
15025,FRG,1982,DERWALL Jupp (GER)
15026,ENG,1982,GREENWOOD Ron (ENG)
15027,FRG,1982,DERWALL Jupp (GER)
15028,ENG,1982,GREENWOOD Ron (ENG)
15029,FRG,1982,DERWALL Jupp (GER)
15030,ENG,1982,GREENWOOD Ron (ENG)
15031,FRG,1982,DERWALL Jupp (GER)
15032,ENG,1982,GREENWOOD Ron (ENG)
15033,FRG,1982,DERWALL Jupp (GER)
15034,ENG,1982,GREENWOOD Ron (ENG)
15035,FRG,1982,DERWALL Jupp (GER)
15036,ENG,1982,GREENWOOD Ron (ENG)
15037,FRG,1982,DERWALL Jupp (GER)
15038,ENG,1982,GREENWOOD Ron (ENG)
15039,FRG,1982,DERWALL Jupp (GER)
15040,ENG,1982,GREENWOOD Ron (ENG)
15041,FRG,1982,DERWALL Jupp (GER)
15042,ENG,1982,GREENWOOD Ron (ENG)
15043,FRG,1982,DERWALL Jupp (GER)
15044,ENG,1982,GREENWOOD Ron (ENG)
15045,FRG,1982,DERWALL Jupp (GER)
15046,ENG,1982,GREENWOOD Ron (ENG)
15047,FRG,1982,DERWALL Jupp (GER)
15048,ENG,1982,GREENWOOD Ron (ENG)
15049,FRG,1982,DERWALL Jupp (GER)
15050,ENG,1982,GREENWOOD Ron (ENG)
15051,FRG,1982,DERWALL Jupp (GER)
15052,ENG,1982,GREENWOOD Ron (ENG)
15053,FRG,1982,DERWALL Jupp (GER)
15054,ENG,1982,GREENWOOD Ron (ENG)
15055,FRG,1982,DERWALL Jupp (GER)
15056,ENG,1982,GREENWOOD Ron (ENG)
15057,FRG,1982,DERWALL Jupp (GER)
15058,ENG,1982,GREENWOOD Ron (ENG)
15059,FRG,1982,DERWALL Jupp (GER)
15060,ENG,1982,GREENWOOD Ron (ENG)
15061,AUT,1982,SCHMIDT Georg (AUT)
15062,NIR,1982,BINGHAM Billy (NIR)
15063,AUT,1982,SCHMIDT Georg (AUT)
15064,NIR,1982,BINGHAM Billy (NIR)
15065,AUT,1982,SCHMIDT Georg (AUT)
15066,NIR,1982,BINGHAM Billy (NIR)
15067,AUT,1982,SCHMIDT Georg (AUT)
15068,NIR,1982,BINGHAM Billy (NIR)
15069,AUT,1982,SCHMIDT Georg (AUT)
15070,NIR,1982,BINGHAM Billy (NIR)
15071,AUT,1982,SCHMIDT Georg (AUT)
15072,NIR,1982,BINGHAM Billy (NIR)
15073,AUT,1982,SCHMIDT Georg (AUT)
15074,NIR,1982,BINGHAM Billy (NIR)
15075,AUT,1982,SCHMIDT Georg (AUT)
15076,NIR,1982,BINGHAM Billy (NIR)
15077,AUT,1982,SCHMIDT Georg (AUT)
15078,NIR,1982,BINGHAM Billy (NIR)
15079,AUT,1982,SCHMIDT Georg (AUT)
15080,NIR,1982,BINGHAM Billy (NIR)
15081,AUT,1982,SCHMIDT Georg (AUT)
15082,NIR,1982,BINGHAM Billy (NIR)
15083,AUT,1982,SCHMIDT Georg (AUT)
15084,NIR,1982,BINGHAM Billy (NIR)
15085,AUT,1982,SCHMIDT Georg (AUT)
15086,NIR,1982,BINGHAM Billy (NIR)
15087,AUT,1982,SCHMIDT Georg (AUT)
15088,NIR,1982,BINGHAM Billy (NIR)
15089,AUT,1982,SCHMIDT Georg (AUT)
15090,NIR,1982,BINGHAM Billy (NIR)
15091,AUT,1982,SCHMIDT Georg (AUT)
15092,NIR,1982,BINGHAM Billy (NIR)
15093,AUT,1982,SCHMIDT Georg (AUT)
15094,NIR,1982,BINGHAM Billy (NIR)
15095,AUT,1982,SCHMIDT Georg (AUT)
15096,NIR,1982,BINGHAM Billy (NIR)
15097,AUT,1982,SCHMIDT Georg (AUT)
15098,NIR,1982,BINGHAM Billy (NIR)
15099,AUT,1982,SCHMIDT Georg (AUT)
15100,NIR,1982,BINGHAM Billy (NIR)
15101,AUT,1982,SCHMIDT Georg (AUT)
15102,NIR,1982,BINGHAM Billy (NIR)
15103,AUT,1982,SCHMIDT Georg (AUT)
15104,NIR,1982,BINGHAM Billy (NIR)
15105,BEL,1982,THYS Guy (BEL)
15106,URS,1982,BESKOV Konstantin (RUS)
15107,BEL,1982,THYS Guy (BEL)
15108,URS,1982,BESKOV Konstantin (RUS)
15109,BEL,1982,THYS Guy (BEL)
15110,URS,1982,BESKOV Konstantin (RUS)
15111,BEL,1982,THYS Guy (BEL)
15112,URS,1982,BESKOV Konstantin (RUS)
15113,BEL,1982,THYS Guy (BEL)
15114,URS,1982,BESKOV Konstantin (RUS)
15115,BEL,1982,THYS Guy (BEL)
15116,URS,1982,BESKOV Konstantin (RUS)
15117,BEL,1982,THYS Guy (BEL)
15118,URS,1982,BESKOV Konstantin (RUS)
15119,BEL,1982,THYS Guy (BEL)
15120,URS,1982,BESKOV Konstantin (RUS)
15121,BEL,1982,THYS Guy (BEL)
15122,URS,1982,BESKOV Konstantin (RUS)
15123,BEL,1982,THYS Guy (BEL)
15124,URS,1982,BESKOV Konstantin (RUS)
15125,BEL,1982,THYS Guy (BEL)
15126,URS,1982,BESKOV Konstantin (RUS)
15127,BEL,1982,THYS Guy (BEL)
15128,URS,1982,BESKOV Konstantin (RUS)
15129,BEL,1982,THYS Guy (BEL)
15130,URS,1982,BESKOV Konstantin (RUS)
15131,BEL,1982,THYS Guy (BEL)
15132,URS,1982,BESKOV Konstantin (RUS)
15133,BEL,1982,THYS Guy (BEL)
15134,URS,1982,BESKOV Konstantin (RUS)
15135,BEL,1982,THYS Guy (BEL)
15136,URS,1982,BESKOV Konstantin (RUS)
15137,BEL,1982,THYS Guy (BEL)
15138,URS,1982,BESKOV Konstantin (RUS)
15139,BEL,1982,THYS Guy (BEL)
15140,URS,1982,BESKOV Konstantin (RUS)
15141,BEL,1982,THYS Guy (BEL)
15142,URS,1982,BESKOV Konstantin (RUS)
15143,BEL,1982,THYS Guy (BEL)
15144,URS,1982,BESKOV Konstantin (RUS)
15145,BEL,1982,THYS Guy (BEL)
15146,URS,1982,BESKOV Konstantin (RUS)
15147,BEL,1982,THYS Guy (BEL)
15148,URS,1982,BESKOV Konstantin (RUS)
15149,ARG,1982,MENOTTI Cesar Luis (ARG)
15150,BRA,1982,SANTANA Tele (BRA)
15151,ARG,1982,MENOTTI Cesar Luis (ARG)
15152,BRA,1982,SANTANA Tele (BRA)
15153,ARG,1982,MENOTTI Cesar Luis (ARG)
15154,BRA,1982,SANTANA Tele (BRA)
15155,ARG,1982,MENOTTI Cesar Luis (ARG)
15156,BRA,1982,SANTANA Tele (BRA)
15157,ARG,1982,MENOTTI Cesar Luis (ARG)
15158,BRA,1982,SANTANA Tele (BRA)
15159,ARG,1982,MENOTTI Cesar Luis (ARG)
15160,BRA,1982,SANTANA Tele (BRA)
15161,ARG,1982,MENOTTI Cesar Luis (ARG)
15162,BRA,1982,SANTANA Tele (BRA)
15163,ARG,1982,MENOTTI Cesar Luis (ARG)
15164,BRA,1982,SANTANA Tele (BRA)
15165,ARG,1982,MENOTTI Cesar Luis (ARG)
15166,BRA,1982,SANTANA Tele (BRA)
15167,ARG,1982,MENOTTI Cesar Luis (ARG)
15168,BRA,1982,SANTANA Tele (BRA)
15169,ARG,1982,MENOTTI Cesar Luis (ARG)
15170,BRA,1982,SANTANA Tele (BRA)
15171,ARG,1982,MENOTTI Cesar Luis (ARG)
15172,BRA,1982,SANTANA Tele (BRA)
15173,ARG,1982,MENOTTI Cesar Luis (ARG)
15174,BRA,1982,SANTANA Tele (BRA)
15175,ARG,1982,MENOTTI Cesar Luis (ARG)
15176,BRA,1982,SANTANA Tele (BRA)
15177,ARG,1982,MENOTTI Cesar Luis (ARG)
15178,BRA,1982,SANTANA Tele (BRA)
15179,ARG,1982,MENOTTI Cesar Luis (ARG)
15180,BRA,1982,SANTANA Tele (BRA)
15181,ARG,1982,MENOTTI Cesar Luis (ARG)
15182,BRA,1982,SANTANA Tele (BRA)
15183,ARG,1982,MENOTTI Cesar Luis (ARG)
15184,BRA,1982,SANTANA Tele (BRA)
15185,ARG,1982,MENOTTI Cesar Luis (ARG)
15186,BRA,1982,SANTANA Tele (BRA)
15187,ARG,1982,MENOTTI Cesar Luis (ARG)
15188,BRA,1982,SANTANA Tele (BRA)
15189,ARG,1982,MENOTTI Cesar Luis (ARG)
15190,BRA,1982,SANTANA Tele (BRA)
15191,ARG,1982,MENOTTI Cesar Luis (ARG)
15192,BRA,1982,SANTANA Tele (BRA)
15193,FRG,1982,DERWALL Jupp (GER)
15194,ESP,1982,SANTAMARIA Jose (URU)
15195,FRG,1982,DERWALL Jupp (GER)
15196,ESP,1982,SANTAMARIA Jose (URU)
15197,FRG,1982,DERWALL Jupp (GER)
15198,ESP,1982,SANTAMARIA Jose (URU)
15199,FRG,1982,DERWALL Jupp (GER)
15200,ESP,1982,SANTAMARIA Jose (URU)
15201,FRG,1982,DERWALL Jupp (GER)
15202,ESP,1982,SANTAMARIA Jose (URU)
15203,FRG,1982,DERWALL Jupp (GER)
15204,ESP,1982,SANTAMARIA Jose (URU)
15205,FRG,1982,DERWALL Jupp (GER)
15206,ESP,1982,SANTAMARIA Jose (URU)
15207,FRG,1982,DERWALL Jupp (GER)
15208,ESP,1982,SANTAMARIA Jose (URU)
15209,FRG,1982,DERWALL Jupp (GER)
15210,ESP,1982,SANTAMARIA Jose (URU)
15211,FRG,1982,DERWALL Jupp (GER)
15212,ESP,1982,SANTAMARIA Jose (URU)
15213,FRG,1982,DERWALL Jupp (GER)
15214,ESP,1982,SANTAMARIA Jose (URU)
15215,FRG,1982,DERWALL Jupp (GER)
15216,ESP,1982,SANTAMARIA Jose (URU)
15217,FRG,1982,DERWALL Jupp (GER)
15218,ESP,1982,SANTAMARIA Jose (URU)
15219,FRG,1982,DERWALL Jupp (GER)
15220,ESP,1982,SANTAMARIA Jose (URU)
15221,FRG,1982,DERWALL Jupp (GER)
15222,ESP,1982,SANTAMARIA Jose (URU)
15223,FRG,1982,DERWALL Jupp (GER)
15224,ESP,1982,SANTAMARIA Jose (URU)
15225,FRG,1982,DERWALL Jupp (GER)
15226,ESP,1982,SANTAMARIA Jose (URU)
15227,FRG,1982,DERWALL Jupp (GER)
15228,ESP,1982,SANTAMARIA Jose (URU)
15229,FRG,1982,DERWALL Jupp (GER)
15230,ESP,1982,SANTAMARIA Jose (URU)
15231,FRG,1982,DERWALL Jupp (GER)
15232,ESP,1982,SANTAMARIA Jose (URU)
15233,FRG,1982,DERWALL Jupp (GER)
15234,ESP,1982,SANTAMARIA Jose (URU)
15235,FRG,1982,DERWALL Jupp (GER)
15236,ESP,1982,SANTAMARIA Jose (URU)
15237,FRA,1982,HIDALGO Michel (FRA)
15238,NIR,1982,BINGHAM Billy (NIR)
15239,FRA,1982,HIDALGO Michel (FRA)
15240,NIR,1982,BINGHAM Billy (NIR)
15241,FRA,1982,HIDALGO Michel (FRA)
15242,NIR,1982,BINGHAM Billy (NIR)
15243,FRA,1982,HIDALGO Michel (FRA)
15244,NIR,1982,BINGHAM Billy (NIR)
15245,FRA,1982,HIDALGO Michel (FRA)
15246,NIR,1982,BINGHAM Billy (NIR)
15247,FRA,1982,HIDALGO Michel (FRA)
15248,NIR,1982,BINGHAM Billy (NIR)
15249,FRA,1982,HIDALGO Michel (FRA)
15250,NIR,1982,BINGHAM Billy (NIR)
15251,FRA,1982,HIDALGO Michel (FRA)
15252,NIR,1982,BINGHAM Billy (NIR)
15253,FRA,1982,HIDALGO Michel (FRA)
15254,NIR,1982,BINGHAM Billy (NIR)
15255,FRA,1982,HIDALGO Michel (FRA)
15256,NIR,1982,BINGHAM Billy (NIR)
15257,FRA,1982,HIDALGO Michel (FRA)
15258,NIR,1982,BINGHAM Billy (NIR)
15259,FRA,1982,HIDALGO Michel (FRA)
15260,NIR,1982,BINGHAM Billy (NIR)
15261,FRA,1982,HIDALGO Michel (FRA)
15262,NIR,1982,BINGHAM Billy (NIR)
15263,FRA,1982,HIDALGO Michel (FRA)
15264,NIR,1982,BINGHAM Billy (NIR)
15265,FRA,1982,HIDALGO Michel (FRA)
15266,NIR,1982,BINGHAM Billy (NIR)
15267,FRA,1982,HIDALGO Michel (FRA)
15268,NIR,1982,BINGHAM Billy (NIR)
15269,FRA,1982,HIDALGO Michel (FRA)
15270,NIR,1982,BINGHAM Billy (NIR)
15271,FRA,1982,HIDALGO Michel (FRA)
15272,NIR,1982,BINGHAM Billy (NIR)
15273,FRA,1982,HIDALGO Michel (FRA)
15274,NIR,1982,BINGHAM Billy (NIR)
15275,FRA,1982,HIDALGO Michel (FRA)
15276,NIR,1982,BINGHAM Billy (NIR)
15277,FRA,1982,HIDALGO Michel (FRA)
15278,NIR,1982,BINGHAM Billy (NIR)
15279,FRA,1982,HIDALGO Michel (FRA)
15280,NIR,1982,BINGHAM Billy (NIR)
15281,POL,1982,PIECHNICZEK Antoni (POL)
15282,URS,1982,BESKOV Konstantin (RUS)
15283,POL,1982,PIECHNICZEK Antoni (POL)
15284,URS,1982,BESKOV Konstantin (RUS)
15285,POL,1982,PIECHNICZEK Antoni (POL)
15286,URS,1982,BESKOV Konstantin (RUS)
15287,POL,1982,PIECHNICZEK Antoni (POL)
15288,URS,1982,BESKOV Konstantin (RUS)
15289,POL,1982,PIECHNICZEK Antoni (POL)
15290,URS,1982,BESKOV Konstantin (RUS)
15291,POL,1982,PIECHNICZEK Antoni (POL)
15292,URS,1982,BESKOV Konstantin (RUS)
15293,POL,1982,PIECHNICZEK Antoni (POL)
15294,URS,1982,BESKOV Konstantin (RUS)
15295,POL,1982,PIECHNICZEK Antoni (POL)
15296,URS,1982,BESKOV Konstantin (RUS)
15297,POL,1982,PIECHNICZEK Antoni (POL)
15298,URS,1982,BESKOV Konstantin (RUS)
15299,POL,1982,PIECHNICZEK Antoni (POL)
15300,URS,1982,BESKOV Konstantin (RUS)
15301,POL,1982,PIECHNICZEK Antoni (POL)
15302,URS,1982,BESKOV Konstantin (RUS)
15303,POL,1982,PIECHNICZEK Antoni (POL)
15304,URS,1982,BESKOV Konstantin (RUS)
15305,POL,1982,PIECHNICZEK Antoni (POL)
15306,URS,1982,BESKOV Konstantin (RUS)
15307,POL,1982,PIECHNICZEK Antoni (POL)
15308,URS,1982,BESKOV Konstantin (RUS)
15309,POL,1982,PIECHNICZEK Antoni (POL)
15310,URS,1982,BESKOV Konstantin (RUS)
15311,POL,1982,PIECHNICZEK Antoni (POL)
15312,URS,1982,BESKOV Konstantin (RUS)
15313,POL,1982,PIECHNICZEK Antoni (POL)
15314,URS,1982,BESKOV Konstantin (RUS)
15315,POL,1982,PIECHNICZEK Antoni (POL)
15316,URS,1982,BESKOV Konstantin (RUS)
15317,POL,1982,PIECHNICZEK Antoni (POL)
15318,URS,1982,BESKOV Konstantin (RUS)
15319,POL,1982,PIECHNICZEK Antoni (POL)
15320,URS,1982,BESKOV Konstantin (RUS)
15321,POL,1982,PIECHNICZEK Antoni (POL)
15322,URS,1982,BESKOV Konstantin (RUS)
15323,POL,1982,PIECHNICZEK Antoni (POL)
15324,URS,1982,BESKOV Konstantin (RUS)
15325,ITA,1982,BEARZOT Enzo (ITA)
15326,BRA,1982,SANTANA Tele (BRA)
15327,ITA,1982,BEARZOT Enzo (ITA)
15328,BRA,1982,SANTANA Tele (BRA)
15329,ITA,1982,BEARZOT Enzo (ITA)
15330,BRA,1982,SANTANA Tele (BRA)
15331,ITA,1982,BEARZOT Enzo (ITA)
15332,BRA,1982,SANTANA Tele (BRA)
15333,ITA,1982,BEARZOT Enzo (ITA)
15334,BRA,1982,SANTANA Tele (BRA)
15335,ITA,1982,BEARZOT Enzo (ITA)
15336,BRA,1982,SANTANA Tele (BRA)
15337,ITA,1982,BEARZOT Enzo (ITA)
15338,BRA,1982,SANTANA Tele (BRA)
15339,ITA,1982,BEARZOT Enzo (ITA)
15340,BRA,1982,SANTANA Tele (BRA)
15341,ITA,1982,BEARZOT Enzo (ITA)
15342,BRA,1982,SANTANA Tele (BRA)
15343,ITA,1982,BEARZOT Enzo (ITA)
15344,BRA,1982,SANTANA Tele (BRA)
15345,ITA,1982,BEARZOT Enzo (ITA)
15346,BRA,1982,SANTANA Tele (BRA)
15347,ITA,1982,BEARZOT Enzo (ITA)
15348,BRA,1982,SANTANA Tele (BRA)
15349,ITA,1982,BEARZOT Enzo (ITA)
15350,BRA,1982,SANTANA Tele (BRA)
15351,ITA,1982,BEARZOT Enzo (ITA)
15352,BRA,1982,SANTANA Tele (BRA)
15353,ITA,1982,BEARZOT Enzo (ITA)
15354,BRA,1982,SANTANA Tele (BRA)
15355,ITA,1982,BEARZOT Enzo (ITA)
15356,BRA,1982,SANTANA Tele (BRA)
15357,ITA,1982,BEARZOT Enzo (ITA)
15358,BRA,1982,SANTANA Tele (BRA)
15359,ITA,1982,BEARZOT Enzo (ITA)
15360,BRA,1982,SANTANA Tele (BRA)
15361,ITA,1982,BEARZOT Enzo (ITA)
15362,BRA,1982,SANTANA Tele (BRA)
15363,ITA,1982,BEARZOT Enzo (ITA)
15364,BRA,1982,SANTANA Tele (BRA)
15365,ITA,1982,BEARZOT Enzo (ITA)
15366,BRA,1982,SANTANA Tele (BRA)
15367,ITA,1982,BEARZOT Enzo (ITA)
15368,BRA,1982,SANTANA Tele (BRA)
15369,ESP,1982,SANTAMARIA Jose (URU)
15370,ENG,1982,GREENWOOD Ron (ENG)
15371,ESP,1982,SANTAMARIA Jose (URU)
15372,ENG,1982,GREENWOOD Ron (ENG)
15373,ESP,1982,SANTAMARIA Jose (URU)
15374,ENG,1982,GREENWOOD Ron (ENG)
15375,ESP,1982,SANTAMARIA Jose (URU)
15376,ENG,1982,GREENWOOD Ron (ENG)
15377,ESP,1982,SANTAMARIA Jose (URU)
15378,ENG,1982,GREENWOOD Ron (ENG)
15379,ESP,1982,SANTAMARIA Jose (URU)
15380,ENG,1982,GREENWOOD Ron (ENG)
15381,ESP,1982,SANTAMARIA Jose (URU)
15382,ENG,1982,GREENWOOD Ron (ENG)
15383,ESP,1982,SANTAMARIA Jose (URU)
15384,ENG,1982,GREENWOOD Ron (ENG)
15385,ESP,1982,SANTAMARIA Jose (URU)
15386,ENG,1982,GREENWOOD Ron (ENG)
15387,ESP,1982,SANTAMARIA Jose (URU)
15388,ENG,1982,GREENWOOD Ron (ENG)
15389,ESP,1982,SANTAMARIA Jose (URU)
15390,ENG,1982,GREENWOOD Ron (ENG)
15391,ESP,1982,SANTAMARIA Jose (URU)
15392,ENG,1982,GREENWOOD Ron (ENG)
15393,ESP,1982,SANTAMARIA Jose (URU)
15394,ENG,1982,GREENWOOD Ron (ENG)
15395,ESP,1982,SANTAMARIA Jose (URU)
15396,ENG,1982,GREENWOOD Ron (ENG)
15397,ESP,1982,SANTAMARIA Jose (URU)
15398,ENG,1982,GREENWOOD Ron (ENG)
15399,ESP,1982,SANTAMARIA Jose (URU)
15400,ENG,1982,GREENWOOD Ron (ENG)
15401,ESP,1982,SANTAMARIA Jose (URU)
15402,ENG,1982,GREENWOOD Ron (ENG)
15403,ESP,1982,SANTAMARIA Jose (URU)
15404,ENG,1982,GREENWOOD Ron (ENG)
15405,ESP,1982,SANTAMARIA Jose (URU)
15406,ENG,1982,GREENWOOD Ron (ENG)
15407,ESP,1982,SANTAMARIA Jose (URU)
15408,ENG,1982,GREENWOOD Ron (ENG)
15409,ESP,1982,SANTAMARIA Jose (URU)
15410,ENG,1982,GREENWOOD Ron (ENG)
15411,ESP,1982,SANTAMARIA Jose (URU)
15412,ENG,1982,GREENWOOD Ron (ENG)
15413,POL,1982,PIECHNICZEK Antoni (POL)
15414,ITA,1982,BEARZOT Enzo (ITA)
15415,POL,1982,PIECHNICZEK Antoni (POL)
15416,ITA,1982,BEARZOT Enzo (ITA)
15417,POL,1982,PIECHNICZEK Antoni (POL)
15418,ITA,1982,BEARZOT Enzo (ITA)
